order_id,region,channel
US-ORD-000984,US,social
US-ORD-000985,US,organic
US-ORD-000986,US,social
US-ORD-000987,US,organic
US-ORD-000988,US,paid_search
US-ORD-000989,US,email
US-ORD-000990,US,email
US-ORD-000991,US,social
US-ORD-000992,US,organic
US-ORD-000993,US,social
US-ORD-000994,US,organic
US-ORD-000995,US,paid_search
US-ORD-000996,US,referral
US-ORD-000997,US,paid_search
US-ORD-000998,US,referral
US-ORD-000999,US,organic
US-ORD-001000,US,paid_search
US-ORD-001001,US,organic
US-ORD-001002,US,email
US-ORD-001003,US,social
US-ORD-001004,US,email
US-ORD-001005,US,social
US-ORD-001006,US,social
US-ORD-001007,US,email
US-ORD-001008,US,paid_search
US-ORD-001009,US,organic
US-ORD-001010,US,paid_search
US-ORD-001011,US,referral
US-ORD-001012,US,referral
US-ORD-001013,US,paid_search
US-ORD-001014,US,social
US-ORD-001015,US,referral
US-ORD-001016,US,paid_search
US-ORD-001017,US,social
US-ORD-001018,US,referral
US-ORD-001019,US,paid_search
US-ORD-001020,US,social
US-ORD-001021,US,organic
US-ORD-001022,US,referral
US-ORD-001023,US,referral
US-ORD-001024,US,referral
US-ORD-001025,US,organic
US-ORD-001026,US,email
US-ORD-001027,US,email
US-ORD-001028,US,organic
US-ORD-001029,US,email
US-ORD-001030,US,paid_search
US-ORD-001031,US,social
US-ORD-001032,US,paid_search
US-ORD-001033,US,paid_search
US-ORD-001034,US,paid_search
US-ORD-001035,US,social
US-ORD-001036,US,organic
US-ORD-001037,US,social
US-ORD-001038,US,paid_search
US-ORD-001039,US,organic
US-ORD-001040,US,organic
US-ORD-001041,US,email
US-ORD-001042,US,organic
US-ORD-001043,US,social
US-ORD-001044,US,email
US-ORD-001045,US,social
US-ORD-001046,US,paid_search
US-ORD-001047,US,paid_search
US-ORD-001048,US,email
US-ORD-001049,US,paid_search
US-ORD-001050,US,email
US-ORD-001051,US,organic
US-ORD-001052,US,referral
US-ORD-001053,US,email
US-ORD-001054,US,referral
US-ORD-001055,US,organic
US-ORD-001056,US,email
US-ORD-001057,US,organic
US-ORD-001058,US,organic
US-ORD-001059,US,social
US-ORD-001060,US,email
US-ORD-001061,US,referral
US-ORD-001062,US,email
US-ORD-001063,US,organic
US-ORD-001064,US,organic
US-ORD-001065,US,social
US-ORD-001066,US,paid_search
US-ORD-001067,US,paid_search
US-ORD-001068,US,organic
US-ORD-001069,US,organic
US-ORD-001070,US,organic
US-ORD-001071,US,paid_search
US-ORD-001072,US,paid_search
US-ORD-001073,US,paid_search
US-ORD-001074,US,referral
US-ORD-001075,US,organic
US-ORD-001076,US,organic
US-ORD-001077,US,social
US-ORD-001078,US,paid_search
US-ORD-001079,US,referral
US-ORD-001080,US,email
US-ORD-001081,US,paid_search
US-ORD-001082,US,organic
US-ORD-001083,US,email
US-ORD-001084,US,referral
US-ORD-001085,US,organic
US-ORD-001086,US,social
US-ORD-001087,US,paid_search
US-ORD-001088,US,referral
US-ORD-001089,US,paid_search
US-ORD-001090,US,referral
US-ORD-001091,US,social
US-ORD-001092,US,social
US-ORD-001093,US,organic
US-ORD-001094,US,paid_search
US-ORD-001095,US,paid_search
US-ORD-001096,US,paid_search
US-ORD-001097,US,paid_search
US-ORD-001098,US,email
US-ORD-001099,US,organic
US-ORD-001100,US,paid_search
US-ORD-001101,US,referral
US-ORD-001102,US,email
US-ORD-001103,US,referral
US-ORD-001104,US,referral
US-ORD-001105,US,paid_search
US-ORD-001106,US,organic
US-ORD-001107,US,email
US-ORD-001108,US,social
US-ORD-001109,US,paid_search
US-ORD-001110,US,email
US-ORD-001111,US,paid_search
US-ORD-001112,US,paid_search
US-ORD-001113,US,organic
US-ORD-001114,US,social
US-ORD-001115,US,social
US-ORD-001116,US,paid_search
US-ORD-001117,US,email
US-ORD-001118,US,organic
US-ORD-001119,US,paid_search
US-ORD-001120,US,email
US-ORD-001121,US,referral
US-ORD-001122,US,email
US-ORD-001123,US,email
US-ORD-001124,US,social
US-ORD-001125,US,social
US-ORD-001126,US,paid_search
US-ORD-001127,US,organic
US-ORD-001128,US,organic
US-ORD-001129,US,organic
US-ORD-001130,US,social
US-ORD-001131,US,organic
US-ORD-001132,US,paid_search
US-ORD-001133,US,paid_search
US-ORD-001134,US,social
US-ORD-001135,US,paid_search
US-ORD-001136,US,email
US-ORD-001137,US,organic
US-ORD-001138,US,organic
US-ORD-001139,US,social
US-ORD-001140,US,email
US-ORD-001141,US,organic
US-ORD-001142,US,social
US-ORD-001143,US,social
US-ORD-001144,US,organic
US-ORD-001145,US,email
US-ORD-001146,US,email
US-ORD-001147,US,social
US-ORD-001148,US,email
US-ORD-001149,US,email
US-ORD-001150,US,social
US-ORD-001151,US,email
US-ORD-001152,US,social
US-ORD-001153,US,social
US-ORD-001154,US,social
US-ORD-001155,US,email
US-ORD-001156,US,paid_search
US-ORD-001157,US,email
US-ORD-001158,US,email
US-ORD-001159,US,paid_search
US-ORD-001160,US,email
US-ORD-001161,US,paid_search
US-ORD-001162,US,organic
US-ORD-001163,US,social
US-ORD-001164,US,paid_search
US-ORD-001165,US,email
US-ORD-001166,US,email
US-ORD-001167,US,organic
US-ORD-001168,US,paid_search
US-ORD-001169,US,organic
US-ORD-001170,US,social
US-ORD-001171,US,referral
US-ORD-001172,US,social
US-ORD-001173,US,organic
US-ORD-001174,US,social
US-ORD-001175,US,organic
US-ORD-001176,US,email
US-ORD-001177,US,paid_search
US-ORD-001178,US,email
US-ORD-001179,US,organic
US-ORD-001180,US,referral
US-ORD-001181,US,organic
US-ORD-001182,US,social
US-ORD-001183,US,referral
US-ORD-001184,US,paid_search
US-ORD-001185,US,referral
US-ORD-001186,US,social
US-ORD-001187,US,paid_search
US-ORD-001188,US,organic
US-ORD-001189,US,social
US-ORD-001190,US,paid_search
US-ORD-001191,US,social
US-ORD-001192,US,organic
US-ORD-001193,US,social
US-ORD-001194,US,paid_search
US-ORD-001195,US,email
US-ORD-001196,US,referral
US-ORD-001197,US,referral
US-ORD-001198,US,social
US-ORD-001199,US,paid_search
US-ORD-001200,US,email
US-ORD-001201,US,paid_search
US-ORD-001202,US,paid_search
US-ORD-001203,US,organic
US-ORD-001204,US,organic
US-ORD-001205,US,email
US-ORD-001206,US,social
US-ORD-001207,US,organic
US-ORD-001208,US,organic
US-ORD-001209,US,referral
US-ORD-001210,US,organic
US-ORD-001211,US,organic
US-ORD-001212,US,paid_search
US-ORD-001213,US,email
US-ORD-001214,US,social
US-ORD-001215,US,paid_search
US-ORD-001216,US,paid_search
US-ORD-001217,US,social
US-ORD-001218,US,social
US-ORD-001219,US,organic
US-ORD-001220,US,referral
US-ORD-001221,US,paid_search
US-ORD-001222,US,organic
US-ORD-001223,US,referral
US-ORD-001224,US,organic
US-ORD-001225,US,social
US-ORD-001226,US,organic
US-ORD-001227,US,organic
US-ORD-001228,US,referral
US-ORD-001229,US,organic
US-ORD-001230,US,email
US-ORD-001231,US,paid_search
US-ORD-001232,US,paid_search
US-ORD-001233,US,paid_search
US-ORD-001234,US,social
US-ORD-001235,US,organic
US-ORD-001236,US,email
US-ORD-001237,US,organic
US-ORD-001238,US,referral
US-ORD-001239,US,paid_search
US-ORD-001240,US,email
US-ORD-001241,US,email
US-ORD-001242,US,email
US-ORD-001243,US,email
US-ORD-001244,US,email
US-ORD-001245,US,social
US-ORD-001246,US,paid_search
US-ORD-001247,US,paid_search
US-ORD-001248,US,referral
US-ORD-001249,US,social
US-ORD-001250,US,email
US-ORD-001251,US,organic
US-ORD-001252,US,paid_search
US-ORD-001253,US,paid_search
US-ORD-001254,US,social
US-ORD-001255,US,organic
US-ORD-001256,US,paid_search
US-ORD-001257,US,organic
US-ORD-001258,US,paid_search
US-ORD-001259,US,social
US-ORD-001260,US,organic
US-ORD-001261,US,email
US-ORD-001262,US,organic
US-ORD-001263,US,organic
US-ORD-001264,US,paid_search
US-ORD-001265,US,paid_search
US-ORD-001266,US,organic
US-ORD-001267,US,organic
US-ORD-001268,US,social
US-ORD-001269,US,organic
US-ORD-001270,US,social
US-ORD-001271,US,email
US-ORD-001272,US,email
US-ORD-001273,US,paid_search
US-ORD-001274,US,organic
US-ORD-001275,US,paid_search
US-ORD-001276,US,paid_search
US-ORD-001277,US,referral
US-ORD-001278,US,paid_search
US-ORD-001279,US,organic
US-ORD-001280,US,social
US-ORD-001281,US,social
US-ORD-001282,US,social
US-ORD-001283,US,paid_search
US-ORD-001284,US,organic
US-ORD-001285,US,organic
US-ORD-001286,US,paid_search
US-ORD-001287,US,organic
US-ORD-001288,US,paid_search
US-ORD-001289,US,paid_search
US-ORD-001290,US,organic
US-ORD-001291,US,paid_search
US-ORD-001292,US,social
US-ORD-001293,US,social
US-ORD-001294,US,email
US-ORD-001295,US,paid_search
US-ORD-001296,US,paid_search
US-ORD-001297,US,paid_search
US-ORD-001298,US,social
US-ORD-001299,US,social
US-ORD-001300,US,paid_search
US-ORD-001301,US,referral
US-ORD-001302,US,paid_search
US-ORD-001303,US,organic
US-ORD-001304,US,social
US-ORD-001305,US,email
US-ORD-001306,US,social
US-ORD-001307,US,email
US-ORD-001308,US,organic
US-ORD-001309,US,email
US-ORD-001310,US,paid_search
US-ORD-001311,US,email
US-ORD-001312,US,organic
US-ORD-001313,US,email
US-ORD-001314,US,organic
US-ORD-001315,US,social
US-ORD-001316,US,organic
US-ORD-001317,US,social
US-ORD-001318,US,paid_search
US-ORD-001319,US,paid_search
US-ORD-001320,US,paid_search
US-ORD-001321,US,paid_search
US-ORD-001322,US,email
US-ORD-001323,US,paid_search
US-ORD-001324,US,referral
US-ORD-001325,US,organic
US-ORD-001326,US,paid_search
US-ORD-001327,US,email
US-ORD-001328,US,social
US-ORD-001329,US,organic
US-ORD-001330,US,social
US-ORD-001331,US,social
US-ORD-001332,US,paid_search
US-ORD-001333,US,referral
US-ORD-001334,US,referral
US-ORD-001335,US,social
US-ORD-001336,US,paid_search
US-ORD-001337,US,social
US-ORD-001338,US,paid_search
US-ORD-001339,US,paid_search
US-ORD-001340,US,organic
US-ORD-001341,US,organic
US-ORD-001342,US,email
US-ORD-001343,US,social
US-ORD-001344,US,social
US-ORD-001345,US,organic
US-ORD-001346,US,organic
US-ORD-001347,US,organic
US-ORD-001348,US,referral
US-ORD-001349,US,paid_search
US-ORD-001350,US,email
US-ORD-001351,US,social
US-ORD-001352,US,organic
US-ORD-001353,US,social
US-ORD-001354,US,organic
US-ORD-001355,US,email
US-ORD-001356,US,referral
US-ORD-001357,US,organic
US-ORD-001358,US,organic
US-ORD-001359,US,social
US-ORD-001360,US,referral
US-ORD-001361,US,paid_search
US-ORD-001362,US,social
US-ORD-001363,US,social
US-ORD-001364,US,social
US-ORD-001365,US,paid_search
US-ORD-001366,US,social
US-ORD-001367,US,referral
US-ORD-001368,US,paid_search
US-ORD-001369,US,paid_search
US-ORD-001370,US,referral
US-ORD-001371,US,paid_search
US-ORD-001372,US,email
US-ORD-001373,US,organic
US-ORD-001374,US,paid_search
US-ORD-001375,US,email
US-ORD-001376,US,organic
US-ORD-001377,US,organic
US-ORD-001378,US,organic
US-ORD-001379,US,social
US-ORD-001380,US,paid_search
US-ORD-001381,US,organic
US-ORD-001382,US,referral
US-ORD-001383,US,organic
US-ORD-001384,US,social
US-ORD-001385,US,organic
US-ORD-001386,US,email
US-ORD-001387,US,paid_search
US-ORD-001388,US,referral
US-ORD-001389,US,organic
US-ORD-001390,US,paid_search
US-ORD-001391,US,paid_search
US-ORD-001392,US,paid_search
US-ORD-001393,US,organic
US-ORD-001394,US,organic
US-ORD-001395,US,email
US-ORD-001396,US,organic
US-ORD-001397,US,paid_search
US-ORD-001398,US,social
US-ORD-001399,US,social
US-ORD-001400,US,paid_search
US-ORD-001401,US,paid_search
US-ORD-001402,US,paid_search
US-ORD-001403,US,social
US-ORD-001404,US,social
US-ORD-001405,US,organic
US-ORD-001406,US,email
US-ORD-001407,US,email
US-ORD-001408,US,social
US-ORD-001409,US,email
US-ORD-001410,US,paid_search
US-ORD-001411,US,paid_search
US-ORD-001412,US,organic
US-ORD-001413,US,paid_search
US-ORD-001414,US,organic
US-ORD-001415,US,referral
US-ORD-001416,US,paid_search
US-ORD-001417,US,paid_search
US-ORD-001418,US,organic
US-ORD-001419,US,referral
US-ORD-001420,US,organic
US-ORD-001421,US,organic
US-ORD-001422,US,paid_search
US-ORD-001423,US,paid_search
US-ORD-001424,US,referral
US-ORD-001425,US,referral
US-ORD-001426,US,paid_search
US-ORD-001427,US,referral
US-ORD-001428,US,social
US-ORD-001429,US,email
US-ORD-001430,US,organic
US-ORD-001431,US,organic
US-ORD-001432,US,organic
US-ORD-001433,US,social
US-ORD-001434,US,paid_search
US-ORD-001435,US,paid_search
US-ORD-001436,US,organic
US-ORD-001437,US,social
US-ORD-001438,US,paid_search
US-ORD-001439,US,social
US-ORD-001440,US,referral
US-ORD-001441,US,paid_search
US-ORD-001442,US,social
US-ORD-001443,US,organic
US-ORD-001444,US,email
US-ORD-001445,US,paid_search
US-ORD-001446,US,social
US-ORD-001447,US,email
US-ORD-001448,US,referral
US-ORD-001449,US,social
US-ORD-001450,US,organic
US-ORD-001451,US,social
US-ORD-001452,US,email
US-ORD-001453,US,social
US-ORD-001454,US,paid_search
US-ORD-001455,US,referral
US-ORD-001456,US,social
US-ORD-001457,US,social
US-ORD-001458,US,paid_search
US-ORD-001459,US,social
US-ORD-001460,US,organic
US-ORD-001461,US,social
US-ORD-001462,US,paid_search
US-ORD-001463,US,social
US-ORD-001464,US,referral
US-ORD-001465,US,paid_search
US-ORD-001466,US,referral
US-ORD-001467,US,organic
US-ORD-001468,US,email
US-ORD-001469,US,email
US-ORD-001470,US,social
US-ORD-001471,US,social
US-ORD-001472,US,email
US-ORD-001473,US,organic
US-ORD-001474,US,organic
US-ORD-001475,US,social
US-ORD-001476,US,email
US-ORD-001477,US,email
US-ORD-001478,US,email
US-ORD-001479,US,organic
US-ORD-001480,US,email
US-ORD-001481,US,paid_search
US-ORD-001482,US,organic
US-ORD-001483,US,paid_search
US-ORD-001484,US,organic
US-ORD-001485,US,organic
US-ORD-001486,US,organic
US-ORD-001487,US,social
US-ORD-001488,US,organic
US-ORD-001489,US,organic
US-ORD-001490,US,paid_search
US-ORD-001491,US,organic
US-ORD-001492,US,paid_search
US-ORD-001493,US,paid_search
US-ORD-001494,US,social
US-ORD-001495,US,social
US-ORD-001496,US,social
US-ORD-001497,US,organic
US-ORD-001498,US,organic
US-ORD-001499,US,email
US-ORD-001500,US,organic
US-ORD-001501,US,organic
US-ORD-001502,US,paid_search
US-ORD-001503,US,organic
US-ORD-001504,US,organic
US-ORD-001505,US,organic
US-ORD-001506,US,social
US-ORD-001507,US,organic
US-ORD-001508,US,social
US-ORD-001509,US,email
US-ORD-001510,US,email
US-ORD-001511,US,social
US-ORD-001512,US,referral
US-ORD-001513,US,paid_search
US-ORD-001514,US,paid_search
US-ORD-001515,US,paid_search
US-ORD-001516,US,social
US-ORD-001517,US,email
US-ORD-001518,US,paid_search
US-ORD-001519,US,referral
US-ORD-001520,US,paid_search
US-ORD-001521,US,referral
US-ORD-001522,US,organic
US-ORD-001523,US,paid_search
US-ORD-001524,US,organic
US-ORD-001525,US,organic
US-ORD-001526,US,organic
US-ORD-001527,US,organic
US-ORD-001528,US,email
US-ORD-001529,US,organic
US-ORD-001530,US,organic
US-ORD-001531,US,social
US-ORD-001532,US,social
US-ORD-001533,US,organic
US-ORD-001534,US,organic
US-ORD-001535,US,paid_search
US-ORD-001536,US,paid_search
US-ORD-001537,US,social
US-ORD-001538,US,paid_search
US-ORD-001539,US,organic
US-ORD-001540,US,social
US-ORD-001541,US,paid_search
US-ORD-001542,US,social
US-ORD-001543,US,organic
US-ORD-001544,US,referral
US-ORD-001545,US,organic
US-ORD-001546,US,email
US-ORD-001547,US,social
US-ORD-001548,US,paid_search
US-ORD-001549,US,social
US-ORD-001550,US,referral
US-ORD-001551,US,social
US-ORD-001552,US,email
US-ORD-001553,US,email
US-ORD-001554,US,paid_search
US-ORD-001555,US,paid_search
US-ORD-001556,US,social
US-ORD-001557,US,organic
US-ORD-001558,US,email
US-ORD-001559,US,referral
US-ORD-001560,US,organic
US-ORD-001561,US,paid_search
US-ORD-001562,US,email
US-ORD-001563,US,organic
US-ORD-001564,US,email
US-ORD-001565,US,organic
US-ORD-001566,US,social
US-ORD-001567,US,paid_search
US-ORD-001568,US,social
US-ORD-001569,US,organic
US-ORD-001570,US,social
US-ORD-001571,US,paid_search
US-ORD-001572,US,social
US-ORD-001573,US,email
US-ORD-001574,US,paid_search
US-ORD-001575,US,paid_search
US-ORD-001576,US,paid_search
US-ORD-001577,US,social
US-ORD-001578,US,social
US-ORD-001579,US,organic
US-ORD-001580,US,paid_search
US-ORD-001581,US,organic
US-ORD-001582,US,social
US-ORD-001583,US,organic
US-ORD-001584,US,referral
US-ORD-001585,US,paid_search
US-ORD-001586,US,social
US-ORD-001587,US,organic
US-ORD-001588,US,organic
US-ORD-001589,US,social
US-ORD-001590,US,social
US-ORD-001591,US,referral
US-ORD-001592,US,paid_search
US-ORD-001593,US,paid_search
US-ORD-001594,US,social
US-ORD-001595,US,social
US-ORD-001596,US,organic
US-ORD-001597,US,paid_search
US-ORD-001598,US,paid_search
US-ORD-001599,US,email
US-ORD-001600,US,paid_search
US-ORD-001601,US,organic
US-ORD-001602,US,paid_search
US-ORD-001603,US,organic
US-ORD-001604,US,paid_search
US-ORD-001605,US,organic
US-ORD-001606,US,paid_search
US-ORD-001607,US,email
US-ORD-001608,US,paid_search
US-ORD-001609,US,organic
US-ORD-001610,US,email
US-ORD-001611,US,social
US-ORD-001612,US,organic
US-ORD-001613,US,organic
US-ORD-001614,US,organic
US-ORD-001615,US,social
US-ORD-001616,US,referral
US-ORD-001617,US,social
US-ORD-001618,US,social
US-ORD-001619,US,social
US-ORD-001620,US,organic
US-ORD-001621,US,paid_search
US-ORD-001622,US,social
US-ORD-001623,US,referral
US-ORD-001624,US,paid_search
US-ORD-001625,US,social
US-ORD-001626,US,paid_search
US-ORD-001627,US,organic
US-ORD-001628,US,paid_search
US-ORD-001629,US,organic
US-ORD-001630,US,email
US-ORD-001631,US,organic
US-ORD-001632,US,social
US-ORD-001633,US,email
US-ORD-001634,US,referral
US-ORD-001635,US,paid_search
US-ORD-001636,US,organic
US-ORD-001637,US,paid_search
US-ORD-001638,US,referral
US-ORD-001639,US,referral
US-ORD-001640,US,organic
US-ORD-001641,US,email
US-ORD-001642,US,organic
US-ORD-001643,US,social
US-ORD-001644,US,paid_search
US-ORD-001645,US,email
US-ORD-001646,US,paid_search
US-ORD-001647,US,email
US-ORD-001648,US,email
US-ORD-001649,US,social
US-ORD-001650,US,paid_search
US-ORD-001651,US,organic
US-ORD-001652,US,organic
US-ORD-001653,US,organic
US-ORD-001654,US,paid_search
US-ORD-001655,US,referral
US-ORD-001656,US,social
US-ORD-001657,US,organic
US-ORD-001658,US,organic
US-ORD-001659,US,organic
US-ORD-001660,US,social
US-ORD-001661,US,organic
US-ORD-001662,US,referral
US-ORD-001663,US,organic
US-ORD-001664,US,referral
US-ORD-001665,US,email
US-ORD-001666,US,paid_search
US-ORD-001667,US,referral
US-ORD-001668,US,paid_search
US-ORD-001669,US,email
US-ORD-001670,US,organic
US-ORD-001671,US,email
US-ORD-001672,US,email
US-ORD-001673,US,email
US-ORD-001674,US,email
US-ORD-001675,US,organic
US-ORD-001676,US,paid_search
US-ORD-001677,US,organic
US-ORD-001678,US,paid_search
US-ORD-001679,US,social
US-ORD-001680,US,organic
US-ORD-001681,US,referral
US-ORD-001682,US,social
US-ORD-001683,US,email
US-ORD-001684,US,paid_search
US-ORD-001685,US,email
US-ORD-001686,US,referral
US-ORD-001687,US,organic
US-ORD-001688,US,social
US-ORD-001689,US,email
US-ORD-001690,US,paid_search
US-ORD-001691,US,organic
US-ORD-001692,US,organic
US-ORD-001693,US,paid_search
US-ORD-001694,US,organic
US-ORD-001695,US,paid_search
US-ORD-001696,US,paid_search
US-ORD-001697,US,paid_search
US-ORD-001698,US,referral
US-ORD-001699,US,organic
US-ORD-001700,US,referral
US-ORD-001701,US,organic
US-ORD-001702,US,organic
US-ORD-001703,US,organic
US-ORD-001704,US,organic
US-ORD-001705,US,paid_search
US-ORD-001706,US,social
US-ORD-001707,US,paid_search
US-ORD-001708,US,social
US-ORD-001709,US,social
US-ORD-001710,US,paid_search
US-ORD-001711,US,paid_search
US-ORD-001712,US,email
US-ORD-001713,US,organic
US-ORD-001714,US,paid_search
US-ORD-001715,US,referral
US-ORD-001716,US,paid_search
US-ORD-001717,US,social
US-ORD-001718,US,referral
US-ORD-001719,US,paid_search
US-ORD-001720,US,paid_search
US-ORD-001721,US,paid_search
US-ORD-001722,US,organic
US-ORD-001723,US,paid_search
US-ORD-001724,US,social
US-ORD-001725,US,paid_search
US-ORD-001726,US,organic
US-ORD-001727,US,referral
US-ORD-001728,US,email
US-ORD-001729,US,social
US-ORD-001730,US,organic
US-ORD-001731,US,social
US-ORD-001732,US,organic
US-ORD-001733,US,organic
US-ORD-001734,US,paid_search
US-ORD-001735,US,email
US-ORD-001736,US,organic
US-ORD-001737,US,paid_search
US-ORD-001738,US,organic
US-ORD-001739,US,organic
US-ORD-001740,US,email
US-ORD-001741,US,social
US-ORD-001742,US,email
US-ORD-001743,US,paid_search
US-ORD-001744,US,organic
US-ORD-001745,US,organic
US-ORD-001746,US,paid_search
US-ORD-001747,US,organic
US-ORD-001748,US,email
US-ORD-001749,US,paid_search
US-ORD-001750,US,organic
US-ORD-001751,US,paid_search
US-ORD-001752,US,paid_search
US-ORD-001753,US,paid_search
US-ORD-001754,US,referral
US-ORD-001755,US,email
US-ORD-001756,US,referral
US-ORD-001757,US,organic
US-ORD-001758,US,paid_search
US-ORD-001759,US,organic
US-ORD-001760,US,organic
US-ORD-001761,US,email
US-ORD-001762,US,paid_search
US-ORD-001763,US,organic
US-ORD-001764,US,paid_search
US-ORD-001765,US,organic
US-ORD-001766,US,social
US-ORD-001767,US,organic
US-ORD-001768,US,organic
US-ORD-001769,US,organic
US-ORD-001770,US,organic
US-ORD-001771,US,email
US-ORD-001772,US,email
US-ORD-001773,US,referral
US-ORD-001774,US,email
US-ORD-001775,US,organic
US-ORD-001776,US,social
US-ORD-001777,US,organic
US-ORD-001778,US,organic
US-ORD-001779,US,email
US-ORD-001780,US,paid_search
US-ORD-001781,US,referral
US-ORD-001782,US,organic
US-ORD-001783,US,social
US-ORD-001784,US,social
US-ORD-001785,US,email
US-ORD-001786,US,social
US-ORD-001787,US,social
US-ORD-001788,US,paid_search
US-ORD-001789,US,organic
US-ORD-001790,US,paid_search
US-ORD-001791,US,social
US-ORD-001792,US,organic
US-ORD-001793,US,social
US-ORD-001794,US,paid_search
US-ORD-001795,US,paid_search
US-ORD-001796,US,social
US-ORD-001797,US,paid_search
US-ORD-001798,US,paid_search
US-ORD-001799,US,paid_search
US-ORD-001800,US,referral
US-ORD-001801,US,social
US-ORD-001802,US,organic
US-ORD-001803,US,organic
US-ORD-001804,US,organic
US-ORD-001805,US,email
US-ORD-001806,US,social
US-ORD-001807,US,paid_search
US-ORD-001808,US,paid_search
US-ORD-001809,US,paid_search
US-ORD-001810,US,social
US-ORD-001811,US,email
US-ORD-001812,US,organic
US-ORD-001813,US,paid_search
US-ORD-001814,US,paid_search
US-ORD-001815,US,referral
US-ORD-001816,US,organic
US-ORD-001817,US,email
US-ORD-001818,US,social
US-ORD-001819,US,organic
US-ORD-001820,US,paid_search
US-ORD-001821,US,paid_search
US-ORD-001822,US,social
US-ORD-001823,US,email
US-ORD-001824,US,social
US-ORD-001825,US,organic
US-ORD-001826,US,paid_search
US-ORD-001827,US,referral
US-ORD-001828,US,email
US-ORD-001829,US,organic
US-ORD-001830,US,referral
US-ORD-001831,US,social
US-ORD-001832,US,social
US-ORD-001833,US,social
US-ORD-001834,US,email
US-ORD-001835,US,social
US-ORD-001836,US,paid_search
US-ORD-001837,US,organic
US-ORD-001838,US,referral
US-ORD-001839,US,paid_search
US-ORD-001840,US,organic
US-ORD-001841,US,organic
US-ORD-001842,US,organic
US-ORD-001843,US,social
US-ORD-001844,US,referral
US-ORD-001845,US,paid_search
US-ORD-001846,US,paid_search
US-ORD-001847,US,paid_search
US-ORD-001848,US,email
US-ORD-001849,US,social
US-ORD-001850,US,organic
US-ORD-001851,US,email
US-ORD-001852,US,email
US-ORD-001853,US,email
US-ORD-001854,US,referral
US-ORD-001855,US,organic
US-ORD-001856,US,email
US-ORD-001857,US,organic
US-ORD-001858,US,email
US-ORD-001859,US,social
US-ORD-001860,US,email
US-ORD-001861,US,social
US-ORD-001862,US,paid_search
US-ORD-001863,US,organic
US-ORD-001864,US,referral
US-ORD-001865,US,referral
US-ORD-001866,US,paid_search
US-ORD-001867,US,paid_search
US-ORD-001868,US,paid_search
US-ORD-001869,US,social
US-ORD-001870,US,email
US-ORD-001871,US,paid_search
US-ORD-001872,US,organic
US-ORD-001873,US,email
US-ORD-001874,US,social
US-ORD-001875,US,organic
US-ORD-001876,US,social
US-ORD-001877,US,organic
US-ORD-001878,US,organic
US-ORD-001879,US,social
US-ORD-001880,US,social
US-ORD-001881,US,email
US-ORD-001882,US,social
US-ORD-001883,US,email
US-ORD-001884,US,paid_search
US-ORD-001885,US,organic
US-ORD-001886,US,paid_search
US-ORD-001887,US,paid_search
US-ORD-001888,US,social
US-ORD-001889,US,referral
US-ORD-001890,US,paid_search
US-ORD-001891,US,organic
US-ORD-001892,US,email
US-ORD-001893,US,paid_search
US-ORD-001894,US,social
US-ORD-001895,US,social
US-ORD-001896,US,social
US-ORD-001897,US,paid_search
US-ORD-001898,US,organic
US-ORD-001899,US,email
US-ORD-001900,US,social
US-ORD-001901,US,paid_search
US-ORD-001902,US,email
US-ORD-001903,US,paid_search
US-ORD-001904,US,social
US-ORD-001905,US,paid_search
US-ORD-001906,US,referral
US-ORD-001907,US,organic
US-ORD-001908,US,organic
US-ORD-001909,US,paid_search
US-ORD-001910,US,organic
US-ORD-001911,US,email
US-ORD-001912,US,referral
US-ORD-001913,US,organic
US-ORD-001914,US,organic
US-ORD-001915,US,social
US-ORD-001916,US,email
US-ORD-001917,US,social
US-ORD-001918,US,organic
US-ORD-001919,US,organic
US-ORD-001920,US,social
US-ORD-001921,US,paid_search
US-ORD-001922,US,social
US-ORD-001923,US,organic
US-ORD-001924,US,email
US-ORD-001925,US,paid_search
US-ORD-001926,US,social
US-ORD-001927,US,organic
US-ORD-001928,US,social
US-ORD-001929,US,paid_search
US-ORD-001930,US,social
US-ORD-001931,US,social
US-ORD-001932,US,social
US-ORD-001933,US,social
US-ORD-001934,US,social
US-ORD-001935,US,email
US-ORD-001936,US,organic
US-ORD-001937,US,email
US-ORD-001938,US,organic
US-ORD-001939,US,paid_search
US-ORD-001940,US,paid_search
US-ORD-001941,US,organic
US-ORD-001942,US,email
US-ORD-001943,US,social
US-ORD-001944,US,email
US-ORD-001945,US,organic
US-ORD-001946,US,organic
US-ORD-001947,US,paid_search
US-ORD-001948,US,organic
US-ORD-001949,US,organic
US-ORD-001950,US,paid_search
US-ORD-001951,US,paid_search
US-ORD-001952,US,social
US-ORD-001953,US,social
US-ORD-001954,US,referral
US-ORD-001955,US,referral
US-ORD-001956,US,social
US-ORD-001957,US,organic
US-ORD-001958,US,social
US-ORD-001959,US,email
US-ORD-001960,US,paid_search
US-ORD-001961,US,organic
US-ORD-001962,US,email
US-ORD-001963,US,organic
US-ORD-001964,US,social
US-ORD-001965,US,social
US-ORD-001966,US,paid_search
US-ORD-001967,US,organic
US-ORD-001968,US,organic
US-ORD-001969,US,paid_search
US-ORD-001970,US,paid_search
US-ORD-001971,US,email
US-ORD-001972,US,organic
