date,region,channel,spend_usd
2024-07-04,US,social,93.48
2024-07-04,US,email,13.74
2024-07-04,US,referral,24.88
2024-07-05,US,paid_search,175.17
2024-07-05,US,organic,26.1
2024-07-05,US,social,65.77
2024-07-05,US,email,12.14
2024-07-05,US,referral,31.48
2024-07-06,US,paid_search,153.2
2024-07-06,US,organic,24.5
2024-07-06,US,social,128.24
2024-07-06,US,email,13.49
2024-07-06,US,referral,29.26
2024-07-07,US,paid_search,128.08
2024-07-07,US,organic,23.77
2024-07-07,US,social,94.49
2024-07-07,US,email,16.77
2024-07-07,US,referral,20.97
2024-07-08,US,paid_search,105.25
2024-07-08,US,organic,22.52
2024-07-08,US,social,43.57
2024-07-08,US,email,13.81
2024-07-08,US,referral,30.88
2024-07-09,US,paid_search,188.64
2024-07-09,US,organic,29.74
2024-07-09,US,social,113.06
2024-07-09,US,email,12.55
2024-07-09,US,referral,25.17
2024-07-10,US,paid_search,177.87
2024-07-10,US,organic,12.09
2024-07-10,US,social,68.84
2024-07-10,US,email,12.9
2024-07-10,US,referral,12.27
2024-07-11,US,paid_search,182.14
2024-07-11,US,organic,18.75
2024-07-11,US,social,52.36
2024-07-11,US,email,16.52
2024-07-11,US,referral,29.47
2024-07-12,US,paid_search,190.22
2024-07-12,US,organic,18.38
2024-07-12,US,social,103.31
2024-07-12,US,email,17.55
2024-07-12,US,referral,26.92
2024-07-13,US,paid_search,142.89
2024-07-13,US,organic,21.38
2024-07-13,US,social,116.9
2024-07-13,US,email,12.76
2024-07-13,US,referral,38.11
2024-07-14,US,paid_search,156.35
2024-07-14,US,organic,20.16
2024-07-14,US,social,74.87
2024-07-14,US,email,15.84
2024-07-14,US,referral,14.11
2024-07-15,US,paid_search,155.43
2024-07-15,US,organic,14.54
2024-07-15,US,social,93.05
2024-07-15,US,email,18.73
2024-07-15,US,referral,29.04
2024-07-16,US,paid_search,73.28
2024-07-16,US,organic,30.21
2024-07-16,US,social,96.64
2024-07-16,US,email,12.09
2024-07-16,US,referral,25.98
2024-07-17,US,paid_search,187.93
2024-07-17,US,organic,16.67
2024-07-17,US,social,94.45
2024-07-17,US,email,12.72
2024-07-17,US,referral,22.47
2024-07-18,US,paid_search,149.12
2024-07-18,US,organic,12.84
2024-07-18,US,social,93.28
2024-07-18,US,email,17.19
2024-07-18,US,referral,28.22
2024-07-19,US,paid_search,216.9
2024-07-19,US,organic,21.62
2024-07-19,US,social,78.01
2024-07-19,US,email,18.15
2024-07-19,US,referral,16.52
2024-07-20,US,paid_search,139.47
2024-07-20,US,organic,15.18
2024-07-20,US,social,114.3
2024-07-20,US,email,18.54
2024-07-20,US,referral,28.05
2024-07-21,US,paid_search,228.24
2024-07-21,US,organic,15.6
2024-07-21,US,social,97.84
2024-07-21,US,email,14.53
2024-07-21,US,referral,30.29
2024-07-22,US,paid_search,174.81
2024-07-22,US,organic,18.08
2024-07-22,US,social,102.17
2024-07-22,US,email,18.29
2024-07-22,US,referral,20.82
2024-07-23,US,paid_search,177.25
2024-07-23,US,organic,14.71
2024-07-23,US,social,33.79
2024-07-23,US,email,15.75
2024-07-23,US,referral,28.81
2024-07-24,US,paid_search,191.79
2024-07-24,US,organic,10.25
2024-07-24,US,social,82.11
2024-07-24,US,email,6.68
2024-07-24,US,referral,33.56
2024-07-25,US,paid_search,131.13
2024-07-25,US,organic,26.28
2024-07-25,US,social,111.28
2024-07-25,US,email,11.62
2024-07-25,US,referral,17.92
2024-07-26,US,paid_search,195.77
2024-07-26,US,organic,15.78
2024-07-26,US,social,92.31
2024-07-26,US,email,13.19
2024-07-26,US,referral,13.87
2024-07-27,US,paid_search,79.63
2024-07-27,US,organic,21.13
2024-07-27,US,social,77.36
2024-07-27,US,email,12.93
2024-07-27,US,referral,29.35
2024-07-28,US,paid_search,232.8
2024-07-28,US,organic,18.64
2024-07-28,US,social,82.34
2024-07-28,US,email,16.88
2024-07-28,US,referral,16.52
2024-07-29,US,paid_search,190.04
2024-07-29,US,organic,22.76
2024-07-29,US,social,105.31
2024-07-29,US,email,7.74
2024-07-29,US,referral,20.24
2024-07-30,US,paid_search,140.48
2024-07-30,US,organic,20.5
2024-07-30,US,social,100.82
2024-07-30,US,email,20.61
2024-07-30,US,referral,21.91
2024-07-31,US,paid_search,157.61
2024-07-31,US,organic,25.75
2024-07-31,US,social,96.67
2024-07-31,US,email,19.75
2024-07-31,US,referral,26.8
2024-08-01,US,paid_search,127.93
2024-08-01,US,organic,13.33
2024-08-01,US,social,55.09
2024-08-01,US,email,17.48
2024-08-01,US,referral,32.43
2024-08-02,US,paid_search,263.22
2024-08-02,US,organic,24.22
2024-08-02,US,social,116.16
2024-08-02,US,email,12.82
2024-08-02,US,referral,17.77
2024-08-03,US,paid_search,218.25
2024-08-03,US,organic,22.09
2024-08-03,US,social,92.42
2024-08-03,US,email,16.45
2024-08-03,US,referral,27.02
2024-08-04,US,paid_search,237.77
2024-08-04,US,organic,26.47
2024-08-04,US,social,102.24
2024-08-04,US,email,18.17
2024-08-04,US,referral,28.21
2024-08-05,US,paid_search,159.25
2024-08-05,US,organic,23.78
2024-08-05,US,social,58.62
2024-08-05,US,email,18.95
2024-08-05,US,referral,17.53
2024-08-06,US,paid_search,192.86
2024-08-06,US,organic,15.77
2024-08-06,US,social,102.45
2024-08-06,US,email,14.87
2024-08-06,US,referral,15.03
2024-08-07,US,paid_search,198.93
2024-08-07,US,organic,17.11
2024-08-07,US,social,109.83
2024-08-07,US,email,15.0
2024-08-07,US,referral,27.47
2024-08-08,US,paid_search,136.91
2024-08-08,US,organic,17.05
2024-08-08,US,social,79.68
2024-08-08,US,email,18.21
2024-08-08,US,referral,35.48
2024-08-09,US,paid_search,143.77
2024-08-09,US,organic,25.38
2024-08-09,US,social,41.18
2024-08-09,US,email,10.52
2024-08-09,US,referral,19.01
2024-08-10,US,paid_search,119.14
2024-08-10,US,organic,12.08
2024-08-10,US,social,99.29
2024-08-10,US,email,14.2
2024-08-10,US,referral,27.37
2024-08-11,US,paid_search,211.07
2024-08-11,US,organic,21.33
2024-08-11,US,social,104.8
2024-08-11,US,email,14.74
2024-08-11,US,referral,17.58
2024-08-12,US,paid_search,227.6
2024-08-12,US,organic,17.05
2024-08-12,US,social,68.95
2024-08-12,US,email,14.33
2024-08-12,US,referral,19.29
2024-08-13,US,paid_search,161.22
2024-08-13,US,organic,21.72
2024-08-13,US,social,97.84
2024-08-13,US,email,11.63
2024-08-13,US,referral,21.95
2024-08-14,US,paid_search,228.34
2024-08-14,US,organic,22.48
2024-08-14,US,social,136.69
2024-08-14,US,email,19.43
2024-08-14,US,referral,32.15
2024-08-15,US,paid_search,117.55
2024-08-15,US,organic,23.82
2024-08-15,US,social,88.81
2024-08-15,US,email,12.93
2024-08-15,US,referral,26.05
2024-08-16,US,paid_search,222.53
2024-08-16,US,organic,22.5
2024-08-16,US,social,70.23
2024-08-16,US,email,17.78
2024-08-16,US,referral,21.02
2024-08-17,US,paid_search,189.75
2024-08-17,US,organic,18.48
2024-08-17,US,social,85.08
2024-08-17,US,email,17.87
2024-08-17,US,referral,18.5
2024-08-18,US,paid_search,267.53
2024-08-18,US,organic,10.89
2024-08-18,US,social,76.55
2024-08-18,US,email,16.39
2024-08-18,US,referral,28.65
2024-08-19,US,paid_search,175.48
2024-08-19,US,organic,19.71
2024-08-19,US,social,99.24
2024-08-19,US,email,14.13
2024-08-19,US,referral,33.71
2024-08-20,US,paid_search,217.77
2024-08-20,US,organic,24.36
2024-08-20,US,social,68.26
2024-08-20,US,email,14.7
2024-08-20,US,referral,23.12
2024-08-21,US,paid_search,134.75
2024-08-21,US,organic,21.8
2024-08-21,US,social,77.9
2024-08-21,US,email,17.46
2024-08-21,US,referral,18.31
2024-08-22,US,paid_search,257.36
2024-08-22,US,organic,15.52
2024-08-22,US,social,94.93
2024-08-22,US,email,17.97
2024-08-22,US,referral,21.43
2024-08-23,US,paid_search,218.36
2024-08-23,US,organic,13.85
2024-08-23,US,social,122.67
2024-08-23,US,email,15.05
2024-08-23,US,referral,21.27
2024-08-24,US,paid_search,166.54
2024-08-24,US,organic,24.04
2024-08-24,US,social,76.85
2024-08-24,US,email,12.19
2024-08-24,US,referral,23.62
2024-08-25,US,paid_search,127.04
2024-08-25,US,organic,29.1
2024-08-25,US,social,77.26
2024-08-25,US,email,18.12
2024-08-25,US,referral,26.31
2024-08-26,US,paid_search,135.7
2024-08-26,US,organic,19.97
2024-08-26,US,social,107.64
2024-08-26,US,email,14.29
2024-08-26,US,referral,32.46
2024-08-27,US,paid_search,225.97
2024-08-27,US,organic,24.59
2024-08-27,US,social,79.66
2024-08-27,US,email,10.95
2024-08-27,US,referral,21.17
2024-08-28,US,paid_search,188.83
2024-08-28,US,organic,22.73
2024-08-28,US,social,41.14
2024-08-28,US,email,14.97
2024-08-28,US,referral,25.99
2024-08-29,US,paid_search,167.51
2024-08-29,US,organic,26.46
2024-08-29,US,social,99.49
2024-08-29,US,email,19.91
2024-08-29,US,referral,23.65
2024-08-30,US,paid_search,222.19
2024-08-30,US,organic,28.18
2024-08-30,US,social,119.51
2024-08-30,US,email,10.9
2024-08-30,US,referral,23.41
2024-08-31,US,paid_search,164.47
2024-08-31,US,organic,22.45
2024-08-31,US,social,105.44
2024-08-31,US,email,11.85
2024-08-31,US,referral,25.42
2024-09-01,US,paid_search,89.1
2024-09-01,US,organic,27.21
2024-09-01,US,social,78.47
2024-09-01,US,email,15.21
2024-09-01,US,referral,23.06
2024-09-02,US,paid_search,231.57
2024-09-02,US,organic,5.81
2024-09-02,US,social,89.63
2024-09-02,US,email,14.6
2024-09-02,US,referral,22.16
2024-09-03,US,paid_search,257.68
2024-09-03,US,organic,15.56
2024-09-03,US,social,107.37
2024-09-03,US,email,16.34
2024-09-03,US,referral,32.88
2024-09-04,US,paid_search,149.98
2024-09-04,US,organic,16.34
2024-09-04,US,social,114.66
2024-09-04,US,email,16.59
2024-09-04,US,referral,15.34
2024-09-05,US,paid_search,155.73
2024-09-05,US,organic,21.93
2024-09-05,US,social,108.85
2024-09-05,US,email,12.45
2024-09-05,US,referral,6.79
2024-09-06,US,paid_search,203.55
2024-09-06,US,organic,13.9
2024-09-06,US,social,44.61
2024-09-06,US,email,4.38
2024-09-06,US,referral,30.09
2024-09-07,US,paid_search,185.79
2024-09-07,US,organic,18.87
2024-09-07,US,social,121.25
2024-09-07,US,email,17.39
2024-09-07,US,referral,35.1
2024-09-08,US,paid_search,117.33
2024-09-08,US,organic,19.83
2024-09-08,US,social,53.62
2024-09-08,US,email,14.14
2024-09-08,US,referral,23.45
2024-09-09,US,paid_search,208.2
2024-09-09,US,organic,20.23
2024-09-09,US,social,104.03
2024-09-09,US,email,17.64
2024-09-09,US,referral,38.47
2024-09-10,US,paid_search,165.81
2024-09-10,US,organic,15.29
2024-09-10,US,social,95.54
2024-09-10,US,email,11.99
2024-09-10,US,referral,34.26
2024-09-11,US,paid_search,167.26
2024-09-11,US,organic,17.17
2024-09-11,US,social,79.4
2024-09-11,US,email,17.69
2024-09-11,US,referral,24.01
2024-09-12,US,paid_search,151.12
2024-09-12,US,organic,28.33
2024-09-12,US,social,70.74
2024-09-12,US,email,15.13
2024-09-12,US,referral,29.08
2024-09-13,US,paid_search,106.59
2024-09-13,US,organic,22.4
2024-09-13,US,social,66.26
2024-09-13,US,email,18.09
2024-09-13,US,referral,18.98
2024-09-14,US,paid_search,211.17
2024-09-14,US,organic,25.53
2024-09-14,US,social,109.38
2024-09-14,US,email,15.94
2024-09-14,US,referral,23.55
2024-09-15,US,paid_search,154.06
2024-09-15,US,organic,27.36
2024-09-15,US,social,74.26
2024-09-15,US,email,11.11
2024-09-15,US,referral,29.16
2024-09-16,US,paid_search,144.17
2024-09-16,US,organic,15.25
2024-09-16,US,social,57.52
2024-09-16,US,email,13.19
2024-09-16,US,referral,24.48
2024-09-17,US,paid_search,190.94
2024-09-17,US,organic,24.76
2024-09-17,US,social,101.86
2024-09-17,US,email,14.28
2024-09-17,US,referral,23.76
2024-09-18,US,paid_search,202.96
2024-09-18,US,organic,26.36
2024-09-18,US,social,92.84
2024-09-18,US,email,13.24
2024-09-18,US,referral,18.79
2024-09-19,US,paid_search,114.97
2024-09-19,US,organic,23.33
2024-09-19,US,social,103.0
2024-09-19,US,email,17.17
2024-09-19,US,referral,24.2
2024-09-20,US,paid_search,243.31
2024-09-20,US,organic,17.58
2024-09-20,US,social,111.49
2024-09-20,US,email,14.85
2024-09-20,US,referral,21.2
2024-09-21,US,paid_search,206.66
2024-09-21,US,organic,22.05
2024-09-21,US,social,98.03
2024-09-21,US,email,15.3
2024-09-21,US,referral,24.76
2024-09-22,US,paid_search,287.48
2024-09-22,US,organic,25.92
2024-09-22,US,social,106.26
2024-09-22,US,email,15.42
2024-09-22,US,referral,31.29
2024-09-23,US,paid_search,203.31
2024-09-23,US,organic,20.13
2024-09-23,US,social,83.17
2024-09-23,US,email,14.7
2024-09-23,US,referral,5.18
2024-09-24,US,paid_search,189.48
2024-09-24,US,organic,17.56
2024-09-24,US,social,125.84
2024-09-24,US,email,15.07
2024-09-24,US,referral,17.57
2024-09-25,US,paid_search,177.76
2024-09-25,US,organic,14.77
2024-09-25,US,social,100.65
2024-09-25,US,email,16.09
2024-09-25,US,referral,30.99
2024-09-26,US,paid_search,144.41
2024-09-26,US,organic,20.17
2024-09-26,US,social,59.29
2024-09-26,US,email,17.63
2024-09-26,US,referral,28.24
2024-09-27,US,paid_search,202.31
2024-09-27,US,organic,20.01
2024-09-27,US,social,99.33
2024-09-27,US,email,21.02
2024-09-27,US,referral,23.22
2024-09-28,US,paid_search,186.24
2024-09-28,US,organic,14.57
2024-09-28,US,social,70.46
2024-09-28,US,email,15.37
2024-09-28,US,referral,31.9
2024-09-29,US,paid_search,168.47
2024-09-29,US,organic,18.82
2024-09-29,US,social,80.85
2024-09-29,US,email,12.99
2024-09-29,US,referral,26.84
2024-09-30,US,paid_search,112.62
2024-09-30,US,organic,26.4
2024-09-30,US,social,75.03
2024-09-30,US,email,17.71
2024-09-30,US,referral,17.06
2024-10-01,US,paid_search,210.1
2024-10-01,US,organic,23.36
2024-10-01,US,social,98.64
2024-10-01,US,email,11.27
2024-10-01,US,referral,26.56
2024-10-02,US,paid_search,126.76
2024-10-02,US,organic,18.74
2024-10-02,US,social,113.16
2024-10-02,US,email,17.99
2024-10-02,US,referral,25.09
2024-10-03,US,paid_search,136.13
2024-10-03,US,organic,23.23
2024-10-03,US,social,90.44
2024-10-03,US,email,6.3
2024-10-03,US,referral,29.89
2024-10-04,US,paid_search,178.91
2024-10-04,US,organic,26.01
2024-10-04,US,social,65.36
2024-10-04,US,email,3.09
2024-10-04,US,referral,26.74
2024-10-05,US,paid_search,193.12
2024-10-05,US,organic,11.55
2024-10-05,US,social,67.98
2024-10-05,US,email,25.33
2024-10-05,US,referral,23.09
2024-10-06,US,paid_search,212.89
2024-10-06,US,organic,16.75
2024-10-06,US,social,42.97
2024-10-06,US,email,14.36
2024-10-06,US,referral,23.34
2024-10-07,US,paid_search,162.01
2024-10-07,US,organic,19.43
2024-10-07,US,social,95.95
2024-10-07,US,email,14.44
2024-10-07,US,referral,17.1
2024-10-08,US,paid_search,201.88
2024-10-08,US,organic,10.25
2024-10-08,US,social,43.87
2024-10-08,US,email,17.77
2024-10-08,US,referral,28.17
2024-10-09,US,paid_search,177.42
2024-10-09,US,organic,13.02
2024-10-09,US,social,74.07
2024-10-09,US,email,14.01
2024-10-09,US,referral,15.03
2024-10-10,US,paid_search,146.74
2024-10-10,US,organic,23.26
2024-10-10,US,social,122.11
2024-10-10,US,email,13.43
2024-10-10,US,referral,29.73
2024-10-11,US,paid_search,93.87
2024-10-11,US,organic,23.3
2024-10-11,US,social,71.91
2024-10-11,US,email,16.15
2024-10-11,US,referral,23.45
2024-10-12,US,paid_search,239.42
2024-10-12,US,organic,15.63
2024-10-12,US,social,104.12
2024-10-12,US,email,13.95
2024-10-12,US,referral,24.01
2024-10-13,US,paid_search,171.73
2024-10-13,US,organic,15.77
2024-10-13,US,social,89.68
2024-10-13,US,email,14.77
2024-10-13,US,referral,26.51
2024-10-14,US,paid_search,183.8
2024-10-14,US,organic,23.99
2024-10-14,US,social,110.78
2024-10-14,US,email,11.06
2024-10-14,US,referral,30.43
2024-10-15,US,paid_search,126.61
2024-10-15,US,organic,22.94
2024-10-15,US,social,103.94
2024-10-15,US,email,7.83
2024-10-15,US,referral,25.58
2024-10-16,US,paid_search,158.92
2024-10-16,US,organic,16.21
2024-10-16,US,social,120.39
2024-10-16,US,email,12.55
2024-10-16,US,referral,19.96
2024-10-17,US,paid_search,183.41
2024-10-17,US,organic,23.43
2024-10-17,US,social,86.81
2024-10-17,US,email,19.37
2024-10-17,US,referral,28.32
2024-10-18,US,paid_search,81.98
2024-10-18,US,organic,17.35
2024-10-18,US,social,77.36
2024-10-18,US,email,16.8
2024-10-18,US,referral,8.59
2024-10-19,US,paid_search,294.71
2024-10-19,US,organic,22.66
2024-10-19,US,social,93.35
2024-10-19,US,email,19.43
2024-10-19,US,referral,39.65
2024-10-20,US,paid_search,219.18
2024-10-20,US,organic,24.74
2024-10-20,US,social,92.94
2024-10-20,US,email,14.47
2024-10-20,US,referral,22.03
2024-10-21,US,paid_search,142.82
2024-10-21,US,organic,16.56
2024-10-21,US,social,59.61
2024-10-21,US,email,14.72
2024-10-21,US,referral,14.47
2024-10-22,US,paid_search,188.59
2024-10-22,US,organic,19.82
2024-10-22,US,social,93.31
2024-10-22,US,email,13.04
2024-10-22,US,referral,44.23
2024-10-23,US,paid_search,241.21
2024-10-23,US,organic,13.78
2024-10-23,US,social,95.24
2024-10-23,US,email,12.72
2024-10-23,US,referral,18.66
2024-10-24,US,paid_search,119.7
2024-10-24,US,organic,22.16
2024-10-24,US,social,74.67
2024-10-24,US,email,18.63
2024-10-24,US,referral,31.21
2024-10-25,US,paid_search,241.83
2024-10-25,US,organic,15.74
2024-10-25,US,social,100.7
2024-10-25,US,email,17.37
2024-10-25,US,referral,22.04
2024-10-26,US,paid_search,145.27
2024-10-26,US,organic,28.05
2024-10-26,US,social,95.12
2024-10-26,US,email,17.38
2024-10-26,US,referral,19.86
2024-10-27,US,paid_search,125.13
2024-10-27,US,organic,17.15
2024-10-27,US,social,87.21
2024-10-27,US,email,11.01
2024-10-27,US,referral,24.94
2024-10-28,US,paid_search,104.02
2024-10-28,US,organic,14.4
2024-10-28,US,social,105.1
2024-10-28,US,email,17.26
2024-10-28,US,referral,22.55
2024-10-29,US,paid_search,134.2
2024-10-29,US,organic,14.86
2024-10-29,US,social,81.6
2024-10-29,US,email,17.42
2024-10-29,US,referral,30.8
2024-10-30,US,paid_search,157.66
2024-10-30,US,organic,14.23
2024-10-30,US,social,96.03
2024-10-30,US,email,11.91
2024-10-30,US,referral,21.76
2024-10-31,US,paid_search,239.64
2024-10-31,US,organic,24.14
2024-10-31,US,social,93.55
2024-10-31,US,email,10.23
2024-10-31,US,referral,26.32
2024-11-01,US,paid_search,227.82
2024-11-01,US,organic,18.12
2024-11-01,US,social,120.4
2024-11-01,US,email,19.85
2024-11-01,US,referral,35.4
2024-11-02,US,paid_search,193.74
2024-11-02,US,organic,22.94
2024-11-02,US,social,121.82
2024-11-02,US,email,16.68
2024-11-02,US,referral,21.87
2024-11-03,US,paid_search,159.82
2024-11-03,US,organic,21.19
2024-11-03,US,social,60.96
2024-11-03,US,email,14.46
2024-11-03,US,referral,31.85
2024-11-04,US,paid_search,81.39
2024-11-04,US,organic,27.67
2024-11-04,US,social,115.25
2024-11-04,US,email,13.28
2024-11-04,US,referral,28.4
2024-11-05,US,paid_search,180.14
2024-11-05,US,organic,26.15
2024-11-05,US,social,112.11
2024-11-05,US,email,9.75
2024-11-05,US,referral,28.67
2024-11-06,US,paid_search,170.75
2024-11-06,US,organic,20.41
2024-11-06,US,social,73.62
2024-11-06,US,email,21.56
2024-11-06,US,referral,31.5
2024-11-07,US,paid_search,146.71
2024-11-07,US,organic,13.33
2024-11-07,US,social,81.32
2024-11-07,US,email,16.63
2024-11-07,US,referral,26.5
2024-11-08,US,paid_search,236.39
2024-11-08,US,organic,23.95
2024-11-08,US,social,111.82
2024-11-08,US,email,16.23
2024-11-08,US,referral,16.32
2024-11-09,US,paid_search,171.19
2024-11-09,US,organic,25.3
2024-11-09,US,social,88.84
2024-11-09,US,email,16.89
2024-11-09,US,referral,23.01
2024-11-10,US,paid_search,133.66
2024-11-10,US,organic,19.38
2024-11-10,US,social,96.95
2024-11-10,US,email,12.54
2024-11-10,US,referral,23.53
2024-11-11,US,paid_search,137.72
2024-11-11,US,organic,25.6
2024-11-11,US,social,83.37
2024-11-11,US,email,20.45
2024-11-11,US,referral,34.55
2024-11-12,US,paid_search,176.35
2024-11-12,US,organic,14.96
2024-11-12,US,social,43.07
2024-11-12,US,email,9.48
2024-11-12,US,referral,16.41
2024-11-13,US,paid_search,242.03
2024-11-13,US,organic,20.58
2024-11-13,US,social,98.77
2024-11-13,US,email,6.67
2024-11-13,US,referral,17.51
2024-11-14,US,paid_search,219.92
2024-11-14,US,organic,21.43
2024-11-14,US,social,86.69
2024-11-14,US,email,17.12
2024-11-14,US,referral,35.22
2024-11-15,US,paid_search,170.05
2024-11-15,US,organic,20.35
2024-11-15,US,social,94.33
2024-11-15,US,email,23.97
2024-11-15,US,referral,11.88
2024-11-16,US,paid_search,210.75
2024-11-16,US,organic,19.43
2024-11-16,US,social,102.75
2024-11-16,US,email,12.53
2024-11-16,US,referral,24.69
2024-11-17,US,paid_search,212.01
2024-11-17,US,organic,35.56
2024-11-17,US,social,108.18
2024-11-17,US,email,11.82
2024-11-17,US,referral,22.35
2024-11-18,US,paid_search,159.6
2024-11-18,US,organic,11.02
2024-11-18,US,social,82.57
2024-11-18,US,email,17.75
2024-11-18,US,referral,17.04
2024-11-19,US,paid_search,227.18
2024-11-19,US,organic,22.44
2024-11-19,US,social,73.48
2024-11-19,US,email,14.47
2024-11-19,US,referral,34.99
2024-11-20,US,paid_search,213.01
2024-11-20,US,organic,20.04
2024-11-20,US,social,84.65
2024-11-20,US,email,15.29
2024-11-20,US,referral,21.8
2024-11-21,US,paid_search,85.29
2024-11-21,US,organic,30.21
2024-11-21,US,social,93.49
2024-11-21,US,email,16.49
2024-11-21,US,referral,24.64
2024-11-22,US,paid_search,146.92
2024-11-22,US,organic,19.07
2024-11-22,US,social,54.01
2024-11-22,US,email,23.54
2024-11-22,US,referral,17.28
2024-11-23,US,paid_search,133.56
2024-11-23,US,organic,17.8
2024-11-23,US,social,118.98
2024-11-23,US,email,15.05
2024-11-23,US,referral,17.27
2024-11-24,US,paid_search,236.45
2024-11-24,US,organic,23.66
2024-11-24,US,social,102.11
2024-11-24,US,email,17.68
2024-11-24,US,referral,39.96
2024-11-25,US,paid_search,278.33
2024-11-25,US,organic,16.57
2024-11-25,US,social,126.54
2024-11-25,US,email,16.44
2024-11-25,US,referral,28.12
2024-11-26,US,paid_search,103.85
2024-11-26,US,organic,19.15
2024-11-26,US,social,71.71
2024-11-26,US,email,18.11
2024-11-26,US,referral,31.69
2024-11-27,US,paid_search,86.65
2024-11-27,US,organic,19.89
2024-11-27,US,social,115.24
2024-11-27,US,email,14.3
2024-11-27,US,referral,29.56
2024-11-28,US,paid_search,195.8
2024-11-28,US,organic,21.71
2024-11-28,US,social,83.9
2024-11-28,US,email,10.44
2024-11-28,US,referral,17.99
2024-11-29,US,paid_search,211.92
2024-11-29,US,organic,20.1
2024-11-29,US,social,86.88
2024-11-29,US,email,13.41
2024-11-29,US,referral,23.09
2024-11-30,US,paid_search,227.11
2024-11-30,US,organic,18.32
2024-11-30,US,social,59.83
2024-11-30,US,email,17.79
2024-11-30,US,referral,23.72
2024-12-01,US,paid_search,181.41
2024-12-01,US,organic,28.04
2024-12-01,US,social,89.54
2024-12-01,US,email,16.08
2024-12-01,US,referral,17.63
2024-12-02,US,paid_search,170.11
2024-12-02,US,organic,23.05
2024-12-02,US,social,55.0
2024-12-02,US,email,15.75
2024-12-02,US,referral,25.63
2024-12-03,US,paid_search,181.86
2024-12-03,US,organic,25.19
2024-12-03,US,social,97.52
2024-12-03,US,email,20.54
2024-12-03,US,referral,18.79
2024-12-04,US,paid_search,186.12
2024-12-04,US,organic,20.42
2024-12-04,US,social,65.94
2024-12-04,US,email,18.59
2024-12-04,US,referral,39.53
2024-12-05,US,paid_search,179.23
2024-12-05,US,organic,22.53
2024-12-05,US,social,91.9
2024-12-05,US,email,12.32
2024-12-05,US,referral,13.62
2024-12-06,US,paid_search,148.24
2024-12-06,US,organic,13.04
2024-12-06,US,social,128.34
2024-12-06,US,email,14.57
2024-12-06,US,referral,22.84
2024-12-07,US,paid_search,220.01
2024-12-07,US,organic,14.39
2024-12-07,US,social,72.75
2024-12-07,US,email,15.26
2024-12-07,US,referral,31.43
2024-12-08,US,paid_search,202.58
2024-12-08,US,organic,21.24
2024-12-08,US,social,91.76
2024-12-08,US,email,16.5
2024-12-08,US,referral,26.26
2024-12-09,US,paid_search,133.65
2024-12-09,US,organic,20.23
2024-12-09,US,social,65.84
2024-12-09,US,email,15.3
2024-12-09,US,referral,22.0
2024-12-10,US,paid_search,294.27
2024-12-10,US,organic,19.8
2024-12-10,US,social,58.4
2024-12-10,US,email,14.5
2024-12-10,US,referral,28.25
2024-12-11,US,paid_search,255.3
2024-12-11,US,organic,17.05
2024-12-11,US,social,54.4
2024-12-11,US,email,18.06
2024-12-11,US,referral,16.37
2024-12-12,US,paid_search,160.37
2024-12-12,US,organic,18.71
2024-12-12,US,social,88.43
2024-12-12,US,email,17.58
2024-12-12,US,referral,20.73
2024-12-13,US,paid_search,167.68
2024-12-13,US,organic,19.93
2024-12-13,US,social,93.37
2024-12-13,US,email,15.37
2024-12-13,US,referral,27.73
2024-12-14,US,paid_search,217.97
2024-12-14,US,organic,21.96
2024-12-14,US,social,100.21
2024-12-14,US,email,9.07
2024-12-14,US,referral,25.31
2024-12-15,US,paid_search,201.58
2024-12-15,US,organic,23.64
2024-12-15,US,social,74.42
2024-12-15,US,email,12.53
2024-12-15,US,referral,21.41
2024-12-16,US,paid_search,204.14
2024-12-16,US,organic,25.17
2024-12-16,US,social,80.83
2024-12-16,US,email,18.4
2024-12-16,US,referral,25.77
2024-12-17,US,paid_search,174.41
2024-12-17,US,organic,18.94
2024-12-17,US,social,106.8
2024-12-17,US,email,16.22
2024-12-17,US,referral,39.22
2024-12-18,US,paid_search,141.65
2024-12-18,US,organic,22.59
2024-12-18,US,social,78.09
2024-12-18,US,email,11.74
2024-12-18,US,referral,24.93
2024-12-19,US,paid_search,186.18
2024-12-19,US,organic,34.59
2024-12-19,US,social,85.86
2024-12-19,US,email,10.76
2024-12-19,US,referral,26.71
2024-12-20,US,paid_search,86.64
2024-12-20,US,organic,19.54
2024-12-20,US,social,90.36
2024-12-20,US,email,17.98
2024-12-20,US,referral,31.09
2024-12-21,US,paid_search,157.34
2024-12-21,US,organic,19.25
2024-12-21,US,social,72.76
2024-12-21,US,email,10.77
2024-12-21,US,referral,26.94
2024-12-22,US,paid_search,122.69
2024-12-22,US,organic,17.93
2024-12-22,US,social,67.61
2024-12-22,US,email,17.06
2024-12-22,US,referral,36.26
2024-12-23,US,paid_search,121.43
2024-12-23,US,organic,10.73
2024-12-23,US,social,87.19
2024-12-23,US,email,15.06
2024-12-23,US,referral,26.37
2024-12-24,US,paid_search,159.92
2024-12-24,US,organic,19.0
2024-12-24,US,social,98.27
2024-12-24,US,email,18.9
2024-12-24,US,referral,12.78
2024-12-25,US,paid_search,163.4
2024-12-25,US,organic,21.07
2024-12-25,US,social,69.35
2024-12-25,US,email,21.49
2024-12-25,US,referral,21.03
2024-12-26,US,paid_search,178.14
