order_id,region,amount_usd,baseline,z_score
8a387edc250631b1a0ec1458c4925a31,BR,236.73010594099657,region,4.823700455337519
ab13cb6c13063f2603a94c9ddca34f66,BR,333.4304204490995,region,7.091622963983619
9695692d040abab63df40b68c2905278,BR,244.4912731834169,region,5.005723915881456
1446ae966d68c3abad1ca3a3ce58033e,BR,271.58089928971685,region,5.641059727453574
f4b7ccd15f831ff995d4f307b0dc0f0b,BR,236.92544057630295,region,4.828281658804985
b5292e949af082478a408f61a52eac5b,BR,212.34228662205302,region,4.251730398656973
c458e938207913709f5c0cedb195defd,BR,294.7889747716616,region,6.185361129528638
3b6bf8d07e34c52b0f65c58afb3df15b,BR,258.05059128374313,region,5.323732010043813
4f1743c0fc4465b3df1209280e727fa6,BR,189.59643864345705,region,3.7182696661732373
9f5abaa01d419a15e448f089b1cf4b94,BR,477.18317399055513,region,10.46307120688674
f92947b16fe446ea59a6d3de2cd7b819,BR,365.84243186592545,region,7.85178523043162
1869017c844a8734ceb468c7da13a88e,BR,241.05841201837927,region,4.925212666824519
d4571886185581e35543a4c104bd0cd4,BR,220.14406799656678,region,4.434706386654541
0a187dd7f4efe70e8c3b6e3779b3b133,BR,257.9094088245613,region,5.320420843181189
93a0e7a8ac210479d99b1726f697651c,BR,175.17455373771858,region,3.380031703233758
36db19001f33a6f23042adbc4a0e30a5,BR,239.981170514759,region,4.899948010078202
98464a5096e400810b94bb93f38924c9,BR,465.07436060785045,region,10.179081950354075
f0a2783007ba2c431132d38c7642d5c9,BR,456.50671274243257,region,9.97814401608803
db42486c4007faaa99084c4d950d6163,BR,429.41128461726214,region,9.342672129165393
199af31afc78c699f0dbf71fb178d4d4,BR,921.4263528470701,region,20.8819525700571
f008d12c8af46ec384fe7917b2991f7f,BR,201.40741505747675,region,3.9952737213792724
4cb8dd7ed38c78241066cdaa289811ba,BR,276.48360523527765,region,5.756043398641931
4bb3eed0b423bcae4c063a401e17308e,BR,161.59589557449078,region,3.061570024569673
d2778bedb92f5e0d8d10a0a7c3ffd2f2,BR,188.74354186949557,region,3.6982665896469786
4f7ce3efe568a5e57290a9fa3e45b1f5,BR,334.13246473242833,region,7.1080880813963905
24161cb9857591fc2fe821db0c4dd3b0,BR,160.90932334148326,region,3.045467774758286
155581701d726e5261052c3e6fa83dfe,BR,226.02924913752992,region,4.572732150530743
e8198fb86447455d67c1ddd0b3a068b2,BR,236.21759427410365,region,4.811680466041696
6bf83087dc6176ce753398bf1a976f0b,BR,190.8284006502903,region,3.747162998933389
3a387120748132611868e2e4707cdbaa,BR,358.51641603879153,region,7.679967421176591
01cadf993df82ff0e318addbd022f0fe,BR,165.20668531822335,region,3.1462542510425187
2f43f05d6e829ed487f16b1f1cf304cb,BR,51.607023846684356,customer,3.1599552572706866
c75dfb74f7e634744d13799759233b78,BR,352.3508039857549,region,7.535364682025316
89ed66ec9a5952690d30aeb514f46dc7,BR,165.81396329333424,region,3.160496804396816
7cfa85c7c53799aa2c849044711e9256,BR,178.47783648131536,region,3.4575039361291084
2c24e24f7dcf67f2f7d742eaab96d10e,BR,194.50881462046868,region,3.8334801296124597
5e53ec687d157b73f86dba72cbb74056,BR,162.84139562535515,region,3.0907808664810346
53c71d3953507c6239ff73917ed358c9,BR,615.8533590014648,region,13.715317442735419
cd09c24e7f20280427dd7bf69a9d21db,BR,259.6654865360284,region,5.361606315938202
b27819c290321f10bc14dcf5deeab059,BR,178.66930310404143,region,3.4619944226962285
43e377b8eb0c36efdec49438986066b3,BR,236.21759427410365,region,4.811680466041696
dbb7c264b7caf9353bda0d1eafc4322c,BR,163.388719405471,region,3.103617307879971
39a6ecead949b006d60a132d146ea284,BR,512.0784494839492,region,11.281473723356772
dc3d2c21652c9d91fa3b1f74a3a68ae3,BR,380.40163121826544,region,8.193243643333377
359352820ef7acbc4def738b048f2d6c,BR,232.83308326632005,region,4.732303178239082
1ea7acde8dacf11a098d0b85b13cdc0e,BR,286.13816463576666,region,5.982472781905158
8ca57f2b32c00588cab243b2115441f5,BR,286.37411340316646,region,5.988006512826255
85144828ac9ae2c1f2bf87f032a33745,BR,171.15568866676185,region,3.2857768437744266
3644344c9ad371ecfc67c6cbeb93531c,BR,238.43396548262933,region,4.863661249939864
bc382cd676f08eb90614a59793568c19,BR,166.72488025600057,region,3.1818606344282623
090967205f5215e5d3053cefdbce5aac,BR,172.82667010146184,region,3.324966544723831
fa98b1c89208380c565ec7c07a8f3e7a,BR,70.9702948237869,customer,5.450317021575644
70f3d00cfbc9cc2a465887a6edeb1149,BR,259.82214104553157,region,5.365280350402209
5d508403951477c6ca3f8fb41f351658,BR,202.79409756752293,region,4.027795730153257
5246f33ed41cfa5f5b8f64e7bc8cf0c2,BR,13.383323527921444,customer,-3.0665610142630735
8f6f263a5e96515d5534199b74cb7748,BR,310.03668036329924,region,6.542967150691955
8af5834451865606adcc31b165d6ae54,BR,162.41204622893918,customer,39.87151685925715
46e8348ff73e64f24843a7d2fad9fcfd,BR,162.50681253715712,region,3.0829338546011194
e1ca31317b9d333b3991d72a5717d4fc,BR,162.338553989913,region,3.0789876694360747
bd751ddcab3b8972d79a87e9cb5df8f4,BR,161.68679387012838,region,3.0637018717277997
83eec8a1bf27d833e0d2f468cf456ab1,BR,447.68764405929363,region,9.771309483299508
983de0fdf98ff06d6cf1c379f7540f7f,BR,167.3650363380442,region,3.1968742814354996
8de50bbc56062ea401a2c61c36f46585,BR,409.19511686619813,region,8.86854024950784
078f6a01964ee122ef20881df839af31,BR,467.8748017160051,region,10.244760986204465
2ce3c61f3add382691fcad6a04f52680,BR,290.38137443638226,region,6.081989221584549
5cb890a68b91b6158d69257e4e2bc359,BR,168.5370441498824,region,3.22436150224029
be3b8d058b8100d8a2539ce0b2c6ec0b,BR,236.54057332456074,region,4.819255327220574
85c467a504e5796387bb68fe2adcc256,BR,426.2627223768783,region,9.268828572283876
694e3d121f16bcbb9b4595b6c6ab3baf,BR,528.3821225100153,region,11.663845458314503
2c49b1336713953c90ab5e1f16ce5012,BR,167.5545689544801,region,3.201319409552446
389a9ea0a3b847e32aafa6fc297e2a9d,BR,160.26143123427894,region,3.0302726939503564
0fc95c806aba2b8aef43db06838ec606,BR,423.04840392262895,region,9.19344282809648
c8213e60d923c834447d410caab1898d,BR,192.1531949590513,region,3.7782335373018405
2e571b4487c7119502acdb48043efcee,BR,208.56904034994687,region,4.163236062369603
d787107ccedb2db436f0d2fd57e17182,BR,169.3996109552947,region,3.2445913710174135
7c749191ee3a17f34cbfcf6ddd2009ac,BR,238.77628459598807,region,4.871689695620472
0ced306b608e9bc80ef960368a3414a4,BR,4.20066166223199,customer,-4.57640750670242
d49132be94be94057aadb0fdd665943b,BR,295.4213948285446,region,6.200193342735184
9045fa841de3514ce900f5fc869d9b1f,BR,211.89939918160593,region,4.241343313567374
4f2a29346d25613d2e553a8d6381b006,BR,190.9251009647984,region,3.749430921442035
7a35387c416ab539ef45773ebacc4993,BR,340.7022841001088,region,7.262170736633805
d2dec7f70a6ba38a5391914f927ec6c9,BR,213.09461506892606,region,4.26937483577424
b330ac45859df51adcd01c1c5257b231,BR,196.07922772808027,region,3.8703111911528723
d6e4c66836507e15b054fd436417a9d0,BR,201.1385881831442,region,3.9889688968052357
acf01c9262ddb5d9adae8daa34e31568,BR,467.25591970315327,region,10.23024628214913
ad850e69fce9a512ada84086651a2e7d,BR,240.31381959666686,region,4.9077496635079445
fb1ddf834a88bd14684fbc3242c4a46c,BR,354.1146177223827,region,7.576731588583021
c6343db6c1801f9c3301166f02931116,BR,195.77945675310514,region,3.863280631376069
7068f14af6c3c575490f74b6aaf2f05c,BR,211.4874558418014,region,4.231681963680542
985dbac2172bbf6b32bcca35da50d7a0,BR,198.3729591882125,region,3.924106313057958
c4ca4450ac2974ba5eeb4832b7ec724a,BR,65.65177752584124,customer,9.948087431694017
6413a8cd79f9720426fd12968b388228,BR,171.98731137153152,region,3.305280977348783
7e3da8f7ef82afccb42bb25622099fb2,BR,168.07094863395335,region,3.213430115748616
6a6c30136e870dc8e8338fbb826ee41e,BR,289.8031065556238,region,6.068427044982846
df2d47392b52182c652465e3ec8f5ed4,BR,160.1511928757397,region,3.0276872622904993
0438652a8cef245640be57b30610a4fb,BR,188.07824370567985,region,3.682663282787494
c1eab66ff6c440a9f5d92f83b8f10550,BR,265.699586161334,region,5.503124680477718
905a97a2114f9c1e549b9f76fb5a8429,BR,175.69093341719184,region,3.392142409429928
41b7766bb1df487d17fb9725b78ff509,BR,769.6474732014419,region,17.32226675893635
4baefe0b13c215e6417751ad5121469d,BR,198.3826292196633,region,3.924333105308823
dbd4885aa71d304f95eb40c67bfbec35,BR,184.94321950932715,region,3.6091372350571875
e940dfc11f35a222dc7dd0e6700aecc0,BR,43.9541609565131,customer,11.052030844271643
3b580f556a4a7d02c2ce65505bb164fb,BR,216.77116102652417,region,4.355601249552966
6287b2bf8c9689868aadfd52c50f1160,BR,202.40536230320035,region,4.0186786816685
2cc53a4aa9a5a0f2c0ff6559260fb1d4,BR,262.4059734491881,region,5.4258792398332325
29d13613de8487345b1758b80b71a6ca,BR,171.58503806317782,region,3.2958464197128152
cca79f1e5c4dcf95bfadc53c7a97b4ff,BR,222.37784526170392,region,4.487095396604265
126b56e36148dafa96b5705c766ab2c0,BR,248.37475781406232,region,5.096803683828683
9dc6746a8f29fafaa637f2239a9f3d28,BR,169.41121499303566,region,3.2448635217184507
6c5cccf873a409e565ece5d56bf5a49a,BR,166.26845477152233,region,3.171156040187453
81279a15416799e6580df60f66760a7b,BR,203.48453781311082,region,4.043988696864991
1457abef78cd241e85fd946503cb4e16,BR,265.699586161334,region,5.503124680477718
83d63d8a7bc56e6c8508003e1c7505f0,BR,191.24808001525545,region,3.757005782620913
6d5774791f826a27e8e5521a9b816ba2,BR,184.41330178582274,region,3.596709019709807
8ea7aebc18842332aad5f41ca74b334c,BR,506.9591348338902,region,11.161409905749046
9f4f60c24b20845efd8d6b863b571d20,BR,351.6468256961359,region,7.518854206162372
e677ab34eb52c66dd39e65b9aa84fe4c,BR,178.3192479655221,region,3.4537845432149292
db747e7d69671f32e8e4ea7fdc1266ed,BR,192.54966624853452,region,3.7875320195872897
546f8ad06a534934fdf15a5b1b10b9f6,BR,226.99625228261095,region,4.5954113756172035
e41e5861711a10524b80a63d022ae776,BR,228.31137655992114,region,4.626255121734791
c28f3a01d4cfee461234c86a41f52e37,BR,497.88671132674,region,10.94863341598787
89295af77ed4ae2952f65f4f432f53c5,BR,185.95277079279174,region,3.6328143460474527
488bbe7460a648792b11ac9b3755e44f,BR,62.599915599965506,customer,13.442373407890464
68101694e5c5dc7330c91e1bbc36214f,BR,807.4979103062036,region,18.20997698727061
cb47bdb6944b3df9373054e6ab62cf46,BR,180.17589400407766,region,3.4973286553809344
1ab81205bd97428adba5715c92dae13a,BR,169.57753953398958,region,3.2487643484333217
7122be37b1b21797619ed0a6cf64f043,BR,264.5933345633614,region,5.477179646978808
833915009f90346b046a4f6cc9df0497,BR,265.5758097587637,region,5.500221739666652
38e31ec9d0ed250702ede5bb610d963b,BR,8.788124582496392,customer,-3.9704040883207243
6d20d4bb2f512f9cc072f9b1ca5c614b,BR,177.1356361159429,region,3.426025171709101
419de35b9f49a3e9822b8f09116cdea2,BR,187.3820014412215,region,3.666334240725242
90ec7e058a164b8dccce02591de2f99a,BR,194.72929133754715,region,3.8386509929321724
d002a94b221c08e6dd8ed72e7662d31d,BR,162.69441114730284,region,3.087333624267893
f40d3749a6d621bb95be74a8ce79e06f,BR,260.6963118886848,region,5.38578236988037
4d2e19ae56a1a07f7e506913229d76fa,BR,189.33341378799503,region,3.7121009169497206
62073ec6b54b8e6322037fc0f3591ad3,BR,254.540369867099,region,5.241406422979959
83e6338b5cf25dcf222551cb8da8d0d6,BR,520.7930818274194,region,11.485858899835959
eea28d6b80e09bfb00dc1f0640d2de47,BR,485.9248824220876,region,10.668091401668347
526ad2823ac462d2de62d9747db765e6,BR,168.48869399262836,region,3.2232275409859668
cdca52aa619c8e59bd64701d54571cc0,BR,261.36354405879075,region,5.401431035190028
c0abd38f3c86c3d4996c94bcf99df796,BR,238.43396548262933,region,4.863661249939864
43070b94b6d741a764e8e1ba4a2ea91d,BR,253.53855460879504,region,5.217910745790386
ad7d812f43f6308a7105fecab91fe3c1,BR,166.56822574649743,region,3.1781865999642553
095f058cc1daeb1e7ba1c133473090a3,BR,291.27101732985676,region,6.102854108664093
f2e689a11a0a962aa271e7715b516ee2,BR,342.0096723522584,region,7.292833048950702
f3f15e9fc76a0d1ee15de585f49911d8,BR,184.66859061612413,region,3.6026963351326327
1dfc0bd3006c0dce1dd6e418bcb00413,BR,167.23739192289352,region,3.1938806237240867
2a6a114fe2292f31891a707ff4731e25,BR,176.7894489900039,region,3.417906009128148
3e721650e845549cd3268a5749f843fb,BR,228.65949769215035,region,4.634419642765917
39af19b1c6ebb39c4e7100d28e4330b6,BR,188.40509076871723,region,3.6903288608667175
cd44196e80474114b859765d62f12ddf,BR,172.11302178039207,region,3.308229276610023
dda34d917fca93319316d959e22b9289,BR,221.67580097837512,region,4.470630279191495
77eebc56e710b7d5e02097984981cd76,BR,257.393029145088,region,5.3083101369850185
30f610db02d0880c9687dd1edd8b8710,BR,372.4451293405387,region,8.006638979321975
0f47f9183ff34c4a76633181b380acbc,BR,200.81560913268714,region,3.9813940356263577
491973b24e759d56ee5fb0e7477a823b,BR,160.178268963802,region,3.028322280592921
03a312126d4985217afef2625df60af4,BR,379.67251084687433,region,8.176143507618185
d58096e42e1aaf58b8521e8f8b4c20dc,BR,165.5760805196443,region,3.1549177150255465
46bda15a7762d32270b8141ad9c27c2c,BR,347.68211280130373,region,7.425869383307883
0ec73995908cf00519d1da725119d114,BR,162.99805013485826,region,3.094454900945041
a45d988c5f5764f548ae6fa14a8ee773,BR,236.66434972713108,region,4.822158268031641
1aaf27bab389531a50d1a6b86c24e6b7,BR,187.3916714726723,region,3.6665610329761065
df85c824523500d4066a0dbdb5d95bed,BR,696.719964012011,region,15.611890319815808
d3eea305452cf0bcad06beb48735dbd9,BR,275.90146934193893,region,5.742390505139883
4cfdd4464ee3dbf59c17a69045429af4,BR,239.39323260254972,region,4.886159041225633
ed35f59756edecbfcefb866146f00905,BR,260.0890339135739,region,5.371539816526072
b4c80521e552d11e209d1388067ce814,BR,267.80958702390086,region,5.552610749616377
b0b0d3285e59abf2f6c9d7e1bf761323,BR,588.7347228008125,region,13.079301254410709
bdbe8da70dcc6e6a23a1893aa359d547,BR,211.33660335116875,region,4.228144004567054
f5a52747a52ed566b63d20a717778698,BR,183.72479554652506,region,3.5805614114482465
ce11340d59020c4c840f12096c81b609,BR,220.63530559426792,region,4.446227432998462
d30a31ae450b7eccbb5fc54276bdccf7,BR,182.01319997973164,region,3.5404191830452105
be5b64307f608c4be032a92527e44f66,BR,193.92474472083975,region,3.8197818776602372
c819d9ce6576bb453e886c2e95aa5697,BR,399.43998913862066,region,8.63975222683562
b782d486ebb05fdf0ba6ec05652f704f,BR,355.3078996034127,region,7.604717752339713
13b4f8c4b570d25d95bfd3c915ed9c38,BR,166.13500833750112,region,3.168026307125521
0b055b1ac16d0401f76e361ff96926eb,BR,410.9337885210539,region,8.909317496213298
4cf7b60ee5bf3891424ddb434b261cd5,BR,335.2290462989502,region,7.133806322644437
9a3966c23190dbdbaabed08e8429c006,BR,781.8684589489759,region,17.608886805579044
476fc9fd42dd474f1b044aa18508596a,BR,177.38705693366398,region,3.431921770231581
9f25f43e006aa4d61b6f1188696e93a8,BR,199.67454542149156,region,3.9546325500243347
afd5ca74e46f54e04d9104595814ccb1,BR,319.80728014119796,region,6.772118040965557
4442d1fdf454197e9e141f0d83a9031e,BR,256.0218186853631,region,5.276150995812416
f9a4ea353ce8eeffe8a1d48960268f66,BR,213.0327268676409,region,4.2679233653687065
f78e5e459e3829bbc1bf472f4eb8eb35,BR,233.20054446145076,region,4.740921283771936
43bdbd9dc0931d72befdf4765af6c442,BR,658.8134407248347,region,14.722864696426537
f55a684badae11bd4d494dd474d82130,BR,258.84933588158003,region,5.342465049965229
535f37a9d7b2631d608fded2c2991738,BR,218.42860441719304,region,4.39447344135116
5d84d2af140f3d69293995b16e8f8eeb,BR,172.80733003856022,region,3.3245129602221017
33b50846ef5349564b8be2af1d6000aa,BR,165.22795938741513,region,3.1467531939944204
ae8b5df90eaf220f63f5ed4865cd222c,BR,295.08681174034655,region,6.192346330855268
9d3a10d6a5aab8ca343a21580c404b69,BR,208.37177170835034,region,4.1586095004519645
70a3acb4b096f675be6a2e03e2fb67bd,BR,166.78676845728575,region,3.183312104833796
440210629ba4e9e0358429778cefe8b0,BR,273.78953447308197,region,5.692859077551052
d17c532b7b6e2aa56945b55f0757fee4,BR,196.29970444515877,region,3.875482054472586
8dbc85d1447242f3b127dda390d56e19,BR,905.459196915492,region,20.507473205429452
54e9fc9a26833002ae6521780af9dcc6,BR,46.66176976273998,customer,7.281458850486918
cbaa06517efa6c48a336a917c53e2561,BR,398.5039300941823,region,8.617798736951928
d5b8e12d70cbd872a14afea28d0a989c,BR,179.6614483308946,region,3.4852633076349377
5971d3979142ba818940da403e01d08f,BR,178.1722634874698,region,3.4503373010017877
96f09035ece72cb1bbff425efa9a372a,BR,204.7687179897784,region,4.07410670777981
a43d72884af5f964762b9070af86b567,BR,161.93628068155928,region,3.0695531118001065
8a5631237c1d8626971f2867b25c076e,BR,176.5341601597025,region,3.411918693705322
79ae0e4182dcaddaa21ac3038aa4e5d9,BR,201.62208975568473,region,4.000308509348467
b121103b92afc327fb33d0e75b368a72,BR,226.75256749005052,region,4.589696210895416
6aa40159104472e7b1ba3ea38cc2c817,BR,159.9017060643088,region,3.0218360222181926
abbfe78fd05873101e792fa04bbad963,BR,45.116498736900496,customer,7.286354766326095
da8be3bb62e9bf01e2e1a3bfd74ebd1a,BR,532.0915465745461,region,11.750842965746168
c45965834bc929b4242b82f924d52c49,BR,295.52196315563305,region,6.202551982144176
f6aeaaa897aaaf586ac05fb8d821ed9e,BR,169.20621032627847,region,3.2400555260001207
cb00b252d2c836eeeb1d73ec439a0849,BR,278.91271713572127,region,5.813013612059122
716d94482440b2b6bbd8346eb9fb3e14,BR,167.28767608643773,region,3.1950599434285825
90afb8151d6aca71ae7b52a029ebc165,BR,284.59095960363703,region,5.946186021766821
f5136e38d1a14a4dbd87dff67da82701,BR,1300.940275178151,region,29.78273196438993
693c6ae1a1ab759aae8dd08ff9eff189,BR,245.75417929089275,region,5.035342983844374
be8b6bb87fabe5bece6e7a3ecc1f1f8d,BR,276.82012232976587,region,5.763935768972019
a653bb2e2418fd13d746e3639879aa83,BR,198.87386681736444,region,3.9358541516527445
d0b605ea4abf3ed6e8f7472a634afef1,BR,208.98098368975135,region,4.172897412256435
0e530f6be154c9d7e7b12f34153b0fc9,BR,164.1835959907276,region,3.1222596309010426
a91e629d7c60ee83c467d41250528cc5,BR,319.9736046821519,region,6.7760188676804285
b6a2d13e218643aa2ad2fb10a8cf567a,BR,160.34459350475595,region,3.032223107307793
89be631fd4bcaeb41bbc2f969b37aecf,BR,285.2813998492249,region,5.962378988478554
24014414a15d7274cad8a2917fe1f040,BR,260.83362633528634,region,5.389002819842648
0b93ff37e8344c6013bad16484c7fbe4,BR,236.19632020491184,region,4.811181523089793
311155a0f4009bd8e4936e0ce45324ae,BR,160.85517116535868,region,3.0441977381534433
8193580d95dea97d43937711060b2846,BR,269.1730614584651,region,5.584588456988286
13c4f7497ce2f3ae34e441c7514215f3,BR,201.81549038470095,region,4.004844354365759
41af94fc8bd7a1531543b0268314696f,BR,217.55056556145948,region,4.373880704972653
0191ee5deb2474bc1f4189fa709289b2,BR,172.3470365415017,region,3.3137176490809472
5bd06bab48e0423fc35d1c236d48a6bb,BR,390.10454077600843,region,8.420806987850925
f399b1b1cbfba9dbe26183ac60e6eae8,BR,18.89717546117347,customer,-10.074301295160206
dabc3532f4548867a4095bb24ad1f66e,BR,300.7824602648738,region,6.3259269666145235
bca23b0c0c24178fcf6fb1838fadbe86,BR,212.47379904978402,region,4.254814773268731
7b9783133bb4a92b0c131b1b4f7657ea,BR,253.8712036907029,region,5.225712399220128
c894fad29c885c81201d9bdd80cd68c5,BR,48.99804936125574,customer,9.00723684210524
bf92c69b7cc70f7fc2c37de43e366173,BR,32.24181886329168,customer,4.401531791637746
79d3522a0854c853a4979ff2691abd91,BR,589.5373354112297,region,13.09812501123247
bbb0e248cd5ad3480165a7ed356a9d1b,BR,176.60571839243852,region,3.4135969563617206
9c781d427857ca8dee49b22614eb9e39,BR,201.62208975568473,region,4.000308509348467
04c1e5f3771cb0ccfdb672669807401b,BR,181.34016579075524,region,3.5246344423850338
eea28ef28b84c9907e7417c41813bd34,BR,177.93824872636017,region,3.4448489285308637
c6ad9ae898bc6bc0f0ac50109d8e45cc,BR,204.50182512173606,region,4.067847241655948
86c8fd057d184ed3d5059a43d58ff5db,BR,171.31427718255512,region,3.289496236688606
43da1954a3ab906e70d25dff8fd0a3a0,BR,285.2195116479397,region,5.960927518073021
94781b7e571ded2ff6f80434f6fe2a43,BR,319.80728014119796,region,6.772118040965557
bd34c0a8e58e5e3a0116f8be431a86ff,BR,176.71015473210727,region,3.4160463126710585
dc2abb29525694900ea93ffd5d12460d,BR,161.8125042789889,region,3.06665017098904
e20301223addaf02a0ffb7025259e21d,BR,256.3177216477579,region,5.2830908386888735
3645d00093a926152b82312c5db8984f,BR,312.8912736475785,region,6.609916223147189
4fe6e6eee2e643359d66860e9954cb84,BR,423.6247377970973,region,9.206959646248011
87e628a37d874ec67e4573f102c4c4ac,BR,164.49883901602405,region,3.1296530582792292
74a9f427a3c1a76a0af9ddf92aced07c,BR,391.36164486461377,region,8.450289980463324
2537dc25ebd836a44792c49ab1914c7d,BR,178.2264156635943,region,3.451607337606629
dadbb2544ed83c09ede8683c93c5f080,BR,187.73979260490148,region,3.6747255540072326
4c3dc9dfddad01aea0666beb48895f7b,BR,217.6859460017708,region,4.377055796484757
525ef5459736975ad3586bef388ea0f6,BR,261.4660463921693,region,5.403835033049192
2d15f5afd65b730a72135678ea3487d2,BR,178.1297153490862,region,3.4493394150979833
2cdcc5a4a3365e4e73abd4d0774f8636,BR,168.7884649676035,region,3.23025810076277
80742a986710e5cda30966b8d3f1ab96,BR,49.274612260748924,customer,6.559994112952577
5b7f5b227fe180d431061fa7fa791d28,BR,168.05160857105173,region,3.2129765312468868
6ccfdcda6bd1ef7cee86cd6f6c4b8bee,BR,416.4592444920468,region,9.038906588357335
327ad7800f253f3efd342b0997a16b3f,BR,258.0022411264891,region,5.32259804878949
c2411b9c7822d227e3e48018405a0594,BR,217.57570764323157,region,4.374470364824901
db66dca329373cf37340222e240340b6,BR,389.7003334613646,region,8.411327071764786
4d9f7ee0798052190a19d19bb0f31a40,BR,206.18054258159668,region,4.107218376406044
f398a143c0fe171d965db2096cf064cf,BR,637.7192341180371,region,14.228140080390476
73cbd9a357e885c9034b3df9d50482bb,BR,276.0310477633798,region,5.745429521301468
465c108e33e2b7e6953f020140a457ba,BR,259.4372737937893,region,5.356254018817797
b2fb15f025928415eebbfd3132b0dfbc,BR,217.68788000806094,region,4.3771011549349295
b4f1974b44fb68fa2e99d51756750d78,BR,178.54165868889072,region,3.459000764984815
f42bfe430d08b71e6057873397dcc741,BR,169.85990445235325,region,3.2553866821585684
ab34dab91f92a58e3dace8a2d099b0af,BR,215.73453365499728,region,4.331289120260279
cd8232ac6e4909a74d5b0203bf13e70e,BR,208.24606129948978,region,4.155661201190725
6ef7236f77012f10ce40fccc912d7f4f,BR,161.3193326749976,region,3.055083766194945
adfb144a67fa41dcd8a2b7685e40605b,BR,42.091712899087035,customer,7.347103397702271
9fa4fbddf06979761ad62c2cb6fcd315,BR,247.7694138452416,region,5.082606488924558
6ddfbf514959b49b6410c01ad93054bb,BR,262.9088150846302,region,5.437672436878192
3c3578cbe37cf7af07897091fa676eb4,BR,388.66177208354753,region,8.386969584021926
d7a77baab69330a11a384b31591498b3,BR,166.06345010476514,region,3.1663480444691228
66d4f650ce4c149081143ab7444a2e3d,BR,191.76639370101887,region,3.769161847267256
76ef0609633755e00097957236215e2d,BR,207.4395806764922,region,4.136746727468616
1baafdbda29613148a2517059b996b95,BR,170.48652249036576,region,3.2700828200145953
320fb5aed4e43d6dfbf53c4f2c5f70f1,BR,185.3532288428415,region,3.6187532264938467
fd571ab12e8d263eaf309774eedfcfeb,BR,183.47917674767444,region,3.5748008882762847
dc18a044b56ed174037ca164cdf2e921,BR,237.45342429351717,region,4.840664515702192
f3468d6a2c7586711e9952242898aad4,BR,194.5300886896605,region,3.8339790725643623
32c7cc7d74701f67ffcb3b3a888de86c,BR,274.03902128451284,region,5.698710317623358
649fa665ec97c1e0c786685fc3db9ba0,BR,162.0387830149379,region,3.071957109659272
f80549a97eb203e1566e026ab66f045b,BR,341.7582515345374,region,7.286936450428224
952c12cde7094bced1f5b1567d0db972,BR,277.94571399064023,region,5.790334386972662
1422a4b4a2aa8b66fd49ff5557200b42,BR,178.72538928645614,region,3.4633098177512434
0229b2e398fde4545d32b5bb232973ad,BR,196.81028210576153,region,3.8874566853182366
6b8c62c594c79c27167d9337676cd93a,BR,223.8921721869008,region,4.522611063089663
2b7e043a45afd5cae23ce498b699c9b7,BR,176.2750033168208,region,3.405840661382151
7d7eb2e2176ecc1a4e649624c46799fb,BR,343.86825239710413,region,7.33642251956688
b370e2d776f17cc50260493b2ae2d4fb,BR,212.29587047108916,region,4.2506417958528235
e05c5dd39353fdd625c7896938767124,BR,159.8050057498007,region,3.019568099709547
5c9b1834dba6a117e9c46ae856be04c9,BR,186.3124959627619,region,3.641251017779616
9a0b2a68507680a6e151319e4b6e68f7,BR,172.48628499439332,region,3.3169834574933965
61f46021dc3392729c54f0a596a63383,BR,205.60227470083825,region,4.09365619980434
764bcaebe1a019d6c12165f67656db9b,BR,80.34829132478272,customer,7.540864217511034
24496db5f9de478a647819c7eb075504,BR,190.18824456824666,region,3.732149351926152
63e700a4baf3602c94a8d6648e896d41,BR,319.80728014119796,region,6.772118040965557
a2aa0f43175b887d8c74e0c15811e9c5,BR,94.07973598493332,customer,5.845512399924682
a51be16dddb6847e5aaf13ac3c7cbf51,BR,161.75448409028408,region,3.0652894174838528
ab8f85575996e2f61235b8943be55eb9,BR,171.94282922685778,region,3.3042377329948054
7be3a5089c1dc43a6943bfb89a249b8c,BR,187.79781279360634,region,3.67608630751242
cc314d5b6f097bc753f74683b141fd3b,BR,197.92040171631456,region,3.913492435717494
2ef78d4b9e33e5bb08a6ccff0771df05,BR,160.78748094520304,region,3.0426101923973916
6a411c43a42ddb752d87534a423d043a,BR,374.6150843981005,region,8.057531160415994
28a9bfa90eb24efe91bfc50b7cc1b4d1,BR,200.04200661662233,region,3.9632506555571894
0245631f7bd55dbee7c6b441629bba94,BR,181.74243909910894,region,3.534069000021001
10fe810a22f64e933bcaa6fe6fccda13,BR,285.1537554340742,region,5.959385330767141
d9b83939c87f115af94149c7cfb516c4,BR,204.20398815305106,region,4.060862040329317
558731462aceb9588378c7c19194d2db,BR,210.7989496025037,region,4.215534355418982
2db6682455f3a6b47b5202e00c855789,BR,178.1103752861846,region,3.4488858305962538
e062a8654d4b657cdf2b673c0b2bac8d,BR,178.13164935537637,region,3.449384773548156
f8765f3bdecd553e63bbc4de833ff8b6,BR,253.53855460879504,region,5.217910745790386
bfb8512783ccd2271d2e96d3b856bf2b,BR,325.5725528921711,region,6.9073315809310385
a77e1550db865202c56b19ddc6dc4d53,BR,268.5715855022247,region,5.570481978984508
d5f143e9c159a5f1c33f7477c89db770,BR,275.89953533564875,region,5.7423451466897095
c44fcdcfefce1eafc0ca64ca3d6af678,BR,177.57658955009987,region,3.4363668983485276
